quarter,rainfall_mm,typhoon_days,cpi_quarterly,cmrpi_quarterly,context_id
2,1240.8,9.9,101.1,103.08,CTX-2438
1,339.1,4.2,102.68,102.9,CTX-2439
2,119.4,0.5,102.35,103.27,CTX-2440
1,116.4,0.6,100.16,99.4,CTX-2441
2,606.6,1.5,100.14,101.45,CTX-2442
1,567.5,2.1,107.36,113.92,CTX-2443
2,1242.9,6.0,110.31,114.83,CTX-2444
3,595.4,5.6,110.19,114.75,CTX-2445
4,143.2,0.5,110.68,114.52,CTX-2446
1,472.3,4.8,98.86,98.77,CTX-2447
2,158.7,0.6,100.07,100.34,CTX-2448
1,586.8,5.5,115.29,123.64,CTX-2449
2,120.2,0.7,115.91,123.44,CTX-2450
1,133.0,0.6,99.25,98.76,CTX-2451
2,992.1,5.1,98.64,97.81,CTX-2452
1,437.8,3.5,101.22,101.96,CTX-2453
2,112.8,0.4,103.85,103.12,CTX-2454
1,510.2,6.4,110.15,112.79,CTX-2455
2,85.6,0.8,110.37,113.92,CTX-2456
1,145.1,0.6,124.33,128.9,CTX-2457
2,359.2,2.1,123.7,133.25,CTX-2458
3,1020.8,11.4,121.56,132.57,CTX-2459
4,653.8,5.2,122.97,130.76,CTX-2460
1,339.0,3.7,103.4,106.43,CTX-2461
2,114.7,0.4,104.78,106.55,CTX-2462
1,1212.6,8.7,98.37,98.99,CTX-2463
2,810.2,7.6,98.9,100.92,CTX-2464
3,209.0,2.0,100.17,98.79,CTX-2465
4,269.1,0.6,100.21,100.47,CTX-2466
1,1037.1,7.0,103.01,99.1,CTX-2467
2,848.3,8.0,101.78,102.94,CTX-2468
1,804.3,6.3,94.69,95.58,CTX-2469
2,232.4,1.3,94.7,95.59,CTX-2470
1,315.2,0.8,102.82,101.78,CTX-2471
2,1197.0,9.6,102.4,101.96,CTX-2472
3,985.4,6.4,103.05,104.01,CTX-2473
4,235.1,1.5,104.37,104.94,CTX-2474
1,801.7,9.3,101.63,102.57,CTX-2475
2,162.2,1.9,101.39,102.29,CTX-2476
1,1118.3,9.8,97.27,99.53,CTX-2477
2,536.7,5.9,98.79,98.97,CTX-2478
1,193.5,1.1,104.06,107.97,CTX-2479
2,235.1,0.7,105.35,106.21,CTX-2480
1,903.1,9.9,131.28,135.82,CTX-2481
2,181.3,1.6,131.26,137.9,CTX-2482
1,895.8,6.9,114.63,122.31,CTX-2483
2,383.7,4.0,115.99,123.75,CTX-2484
3,138.1,0.6,115.48,123.93,CTX-2485
4,742.4,3.9,115.76,126.07,CTX-2486
1,943.8,7.3,126.15,136.7,CTX-2487
2,175.8,1.6,127.36,134.17,CTX-2488
1,917.8,7.7,108.85,111.91,CTX-2489
2,526.9,6.5,108.04,113.81,CTX-2490
3,91.0,0.6,109.09,114.28,CTX-2491
4,589.5,2.4,109.49,115.41,CTX-2492
1,646.0,3.1,96.04,97.11,CTX-2493
2,102.6,0.5,99.57,98.59,CTX-2494
1,814.6,6.4,105.16,106.2,CTX-2495
2,140.3,1.6,104.27,108.67,CTX-2496
3,253.7,0.6,105.03,108.31,CTX-2497
4,1266.0,7.2,106.04,109.49,CTX-2498
1,615.6,8.8,108.4,115.5,CTX-2499
2,166.8,1.6,110.04,114.7,CTX-2500
3,229.3,0.5,110.21,113.44,CTX-2501
4,1100.4,6.9,109.75,114.27,CTX-2502
1,1084.5,7.8,96.98,98.91,CTX-2503
2,910.3,5.8,98.05,98.77,CTX-2504
3,185.8,2.0,97.6,97.92,CTX-2505
4,199.0,0.8,98.56,97.82,CTX-2506
1,191.8,1.4,107.74,111.82,CTX-2507
2,232.9,0.6,109.96,113.6,CTX-2508
1,463.8,2.3,109.37,113.49,CTX-2509
2,1299.9,9.5,109.68,114.51,CTX-2510
1,903.8,8.3,116.16,125.45,CTX-2511
2,202.4,1.1,115.67,123.83,CTX-2512
3,240.6,1.0,117.09,126.35,CTX-2513
4,1422.1,6.2,116.44,124.0,CTX-2514
1,450.8,1.9,122.7,129.98,CTX-2515
2,1218.7,7.7,121.77,129.87,CTX-2516
1,136.9,0.4,128.23,134.16,CTX-2517
2,451.6,4.2,127.03,135.25,CTX-2518
1,389.2,1.6,122.89,130.16,CTX-2519
2,1242.2,8.8,122.48,130.42,CTX-2520
1,157.2,0.3,96.54,97.5,CTX-2521
2,928.0,6.0,98.96,98.85,CTX-2522
1,238.4,0.5,127.21,135.42,CTX-2523
2,1005.7,8.6,126.4,136.39,CTX-2524
1,1064.8,3.7,121.43,131.13,CTX-2525
2,1351.2,7.5,123.02,130.36,CTX-2526
3,337.1,3.8,124.28,130.51,CTX-2527
4,111.3,0.5,124.71,132.01,CTX-2528
1,206.8,1.6,110.68,111.36,CTX-2529
2,285.0,0.6,108.08,114.49,CTX-2530
1,435.8,2.3,104.62,107.58,CTX-2531
2,953.2,10.9,104.29,107.6,CTX-2532
1,216.1,2.0,94.53,95.04,CTX-2533
2,178.7,1.0,95.5,96.01,CTX-2534
1,877.7,8.9,116.73,124.85,CTX-2535
2,312.7,4.1,116.45,125.31,CTX-2536
3,110.8,0.6,116.09,123.72,CTX-2537
4,787.8,4.3,117.51,126.82,CTX-2538
1,952.4,6.5,98.58,98.96,CTX-2539
2,718.3,6.0,99.6,100.79,CTX-2540
1,110.7,0.7,99.05,99.74,CTX-2541
2,538.8,3.0,98.98,99.01,CTX-2542
1,1001.3,5.4,104.89,107.64,CTX-2543
2,380.1,3.5,103.68,105.05,CTX-2544
3,117.2,0.5,105.2,108.16,CTX-2545
4,854.5,2.3,104.67,109.12,CTX-2546
1,1053.7,9.5,132.19,136.41,CTX-2547
2,378.8,3.7,131.63,137.47,CTX-2548
3,150.6,0.5,132.57,141.3,CTX-2549
4,722.4,4.7,132.61,137.52,CTX-2550
1,895.1,4.7,99.39,98.34,CTX-2551
2,939.5,11.8,99.39,99.99,CTX-2552
1,1010.7,3.3,103.43,101.46,CTX-2553
2,1013.0,8.0,102.23,102.32,CTX-2554
1,849.7,4.3,100.38,98.71,CTX-2555
2,930.2,5.3,99.22,97.62,CTX-2556
1,105.6,0.2,115.82,125.11,CTX-2557
2,991.4,4.1,115.27,126.11,CTX-2558
1,841.0,9.3,115.27,124.9,CTX-2559
2,234.5,2.3,116.21,125.55,CTX-2560
1,1083.0,9.3,100.61,102.2,CTX-2561
2,686.8,5.3,102.04,102.84,CTX-2562
1,862.8,6.9,123.18,130.95,CTX-2563
2,607.4,6.5,122.6,130.44,CTX-2564
1,904.6,4.9,126.83,134.66,CTX-2565
2,1091.9,8.3,128.05,135.21,CTX-2566
1,934.8,5.1,115.47,122.4,CTX-2567
2,183.5,1.4,115.35,124.73,CTX-2568
3,302.1,1.0,116.86,128.2,CTX-2569
4,1079.7,8.4,117.32,124.55,CTX-2570
1,1160.7,5.2,116.11,123.76,CTX-2571
2,1238.0,9.2,116.15,125.88,CTX-2572
3,443.0,3.3,115.21,127.66,CTX-2573
4,149.3,0.4,117.6,126.73,CTX-2574
1,425.6,5.3,122.07,130.1,CTX-2575
2,132.8,0.3,122.55,130.29,CTX-2576
1,342.3,4.0,132.47,137.96,CTX-2577
2,138.4,0.5,131.71,137.89,CTX-2578
1,514.8,2.5,109.26,111.79,CTX-2579
2,1134.4,8.6,108.84,113.57,CTX-2580
1,673.4,2.8,115.17,122.78,CTX-2581
2,976.2,11.4,116.48,122.63,CTX-2582
1,118.2,0.5,129.21,139.9,CTX-2583
2,787.3,5.0,132.29,138.61,CTX-2584
1,184.3,0.8,101.01,99.17,CTX-2585
2,1010.9,6.6,99.84,99.64,CTX-2586
1,131.7,0.5,109.35,111.48,CTX-2587
2,607.0,2.2,109.9,113.83,CTX-2588
1,1299.5,6.1,126.39,133.07,CTX-2589
2,992.1,7.3,126.68,136.55,CTX-2590
1,114.4,0.5,119.98,129.7,CTX-2591
2,1121.8,5.8,122.92,131.06,CTX-2592
3,1094.8,8.4,122.25,132.69,CTX-2593
4,270.4,3.6,123.43,131.52,CTX-2594
1,401.7,3.1,132.04,139.6,CTX-2595
2,121.0,0.8,133.76,139.62,CTX-2596
1,1242.9,8.3,95.34,97.69,CTX-2597
2,445.6,5.5,98.79,99.18,CTX-2598
1,897.2,7.8,109.93,114.28,CTX-2599
2,206.6,1.7,110.69,114.78,CTX-2600
3,240.9,0.7,109.72,114.21,CTX-2601
4,940.3,7.6,110.89,115.79,CTX-2602
1,863.8,9.0,131.25,138.05,CTX-2603
2,221.3,1.4,132.25,139.82,CTX-2604
3,236.5,1.1,132.63,141.04,CTX-2605
4,1240.9,5.2,132.48,140.55,CTX-2606
1,1000.9,4.4,122.29,128.47,CTX-2607
2,1017.3,9.7,123.82,132.22,CTX-2608
1,720.6,4.6,97.82,98.65,CTX-2609
2,1250.7,8.2,97.86,98.65,CTX-2610
1,484.2,6.1,104.41,106.06,CTX-2611
2,124.2,0.5,104.44,107.4,CTX-2612
3,563.4,2.6,105.07,107.11,CTX-2613
4,1126.7,9.7,106.5,107.35,CTX-2614
1,170.8,1.2,109.17,111.42,CTX-2615
2,206.4,0.6,108.29,113.64,CTX-2616
1,142.4,0.4,94.37,93.39,CTX-2617
2,713.0,3.5,95.67,97.43,CTX-2618
3,1038.8,6.1,95.87,95.9,CTX-2619
4,387.7,2.9,95.55,96.54,CTX-2620
1,1026.8,4.5,108.13,112.72,CTX-2621
2,911.4,7.6,109.07,112.66,CTX-2622
1,118.6,0.3,98.26,99.65,CTX-2623
2,957.3,3.9,99.49,100.25,CTX-2624
3,842.3,6.3,99.55,101.06,CTX-2625
4,393.0,2.7,100.12,102.89,CTX-2626
1,214.9,0.9,131.53,140.78,CTX-2627
2,1375.0,7.4,133.29,139.03,CTX-2628
1,132.2,0.5,127.14,133.39,CTX-2629
2,1027.0,4.8,125.98,138.54,CTX-2630
3,933.1,5.8,129.05,135.48,CTX-2631
4,319.9,1.6,129.36,135.92,CTX-2632
1,593.7,3.0,100.47,104.19,CTX-2633
2,133.2,0.4,102.47,103.16,CTX-2634
1,499.5,2.3,104.19,107.39,CTX-2635
2,1225.8,8.7,104.32,107.36,CTX-2636
1,160.5,1.6,126.77,135.5,CTX-2637
2,236.8,0.7,127.02,134.53,CTX-2638
1,830.1,6.3,131.12,137.55,CTX-2639
2,1343.0,10.5,132.68,139.07,CTX-2640
3,318.7,4.3,132.45,139.45,CTX-2641
4,110.5,0.3,133.54,142.65,CTX-2642
1,131.6,0.5,115.53,124.93,CTX-2643
2,353.4,2.7,115.63,125.21,CTX-2644
1,935.1,8.6,95.32,93.94,CTX-2645
2,287.9,3.3,92.84,96.24,CTX-2646
1,250.2,1.0,115.41,123.45,CTX-2647
2,1014.3,8.6,116.03,124.99,CTX-2648
1,204.5,1.1,94.91,94.81,CTX-2649
2,276.1,0.9,93.18,95.87,CTX-2650
1,371.3,2.6,132.11,138.16,CTX-2651
2,828.3,8.3,132.55,139.01,CTX-2652
1,594.6,1.3,109.14,113.11,CTX-2653
2,985.7,9.4,110.36,115.01,CTX-2654
1,165.7,1.4,128.23,134.92,CTX-2655
2,239.7,0.7,129.0,136.59,CTX-2656
1,288.2,1.0,93.93,95.79,CTX-2657
2,720.5,7.0,93.45,94.57,CTX-2658
1,390.2,3.9,104.35,109.92,CTX-2659
2,110.2,0.5,105.26,107.92,CTX-2660
3,641.7,6.6,105.19,109.02,CTX-2661
4,1115.2,7.6,105.77,107.23,CTX-2662
1,258.8,0.7,109.7,111.59,CTX-2663
2,976.2,5.7,109.32,114.77,CTX-2664
1,574.1,5.0,122.26,129.0,CTX-2665
2,107.1,0.6,122.37,129.05,CTX-2666
3,369.0,2.2,123.87,129.48,CTX-2667
4,1132.2,10.0,123.55,129.68,CTX-2668
1,123.9,0.4,103.8,106.1,CTX-2669
2,522.7,2.0,103.19,108.75,CTX-2670
3,1133.5,5.1,106.39,105.56,CTX-2671
4,641.3,5.6,105.52,107.38,CTX-2672
1,476.1,6.3,127.4,133.68,CTX-2673
2,122.1,0.5,128.04,135.96,CTX-2674
1,159.5,0.4,127.38,134.26,CTX-2675
2,891.6,5.8,128.27,136.79,CTX-2676
3,1319.0,8.6,127.26,132.98,CTX-2677
4,344.0,4.4,128.09,135.33,CTX-2678
1,233.3,0.7,126.86,134.91,CTX-2679
2,804.6,9.4,125.38,136.72,CTX-2680
3,846.9,7.9,126.71,135.45,CTX-2681
4,219.1,0.9,129.12,136.73,CTX-2682
1,143.9,0.6,117.02,124.09,CTX-2683
2,900.6,2.5,115.23,125.28,CTX-2684
1,122.6,0.3,115.5,125.39,CTX-2685
2,839.2,3.2,115.64,125.92,CTX-2686
3,1232.1,10.3,115.58,124.66,CTX-2687
4,345.8,4.3,116.74,125.43,CTX-2688
1,270.2,2.5,122.47,131.55,CTX-2689
2,165.2,0.6,123.33,130.55,CTX-2690
1,1462.5,13.4,115.73,121.81,CTX-2691
2,716.1,4.4,116.37,122.78,CTX-2692
3,145.2,0.4,116.21,127.48,CTX-2693
4,597.1,2.3,117.99,124.76,CTX-2694
1,211.0,1.5,114.15,123.88,CTX-2695
2,263.1,0.4,115.61,125.96,CTX-2696
3,1097.9,10.2,115.31,126.87,CTX-2697
4,711.6,9.8,116.79,123.74,CTX-2698
1,528.9,2.1,95.73,94.99,CTX-2699
2,1071.3,8.2,98.33,100.0,CTX-2700
1,119.7,0.3,104.32,105.96,CTX-2701
2,634.2,2.8,103.07,106.6,CTX-2702
1,225.1,1.5,98.2,101.67,CTX-2703
2,328.1,1.1,99.78,100.0,CTX-2704
1,162.4,0.5,100.24,99.47,CTX-2705
2,1038.0,4.2,99.31,101.29,CTX-2706
3,876.5,8.2,100.57,101.66,CTX-2707
4,258.1,3.3,101.54,100.05,CTX-2708
1,577.0,4.3,114.54,123.8,CTX-2709
2,813.4,9.9,116.21,124.32,CTX-2710
1,599.2,7.4,126.07,132.94,CTX-2711
2,158.7,1.0,128.45,134.17,CTX-2712
1,204.7,1.0,108.95,113.22,CTX-2713
2,286.6,1.0,109.96,113.65,CTX-2714
1,903.3,7.9,97.39,96.37,CTX-2715
2,365.6,1.7,96.42,97.87,CTX-2716
1,167.6,1.4,102.15,102.0,CTX-2717
2,260.1,0.7,103.51,103.8,CTX-2718
1,426.2,2.6,102.39,103.55,CTX-2719
2,1177.5,7.0,101.34,102.61,CTX-2720
1,773.0,3.7,126.65,136.46,CTX-2721
2,1009.1,8.0,128.36,135.88,CTX-2722
3,277.3,3.0,125.92,135.76,CTX-2723
4,130.2,0.4,128.49,136.16,CTX-2724
1,110.1,0.5,121.48,129.67,CTX-2725
2,957.4,4.7,121.91,129.4,CTX-2726
1,333.5,0.8,94.55,95.46,CTX-2727
2,1076.2,6.4,95.11,96.73,CTX-2728
3,880.1,5.7,93.62,97.7,CTX-2729
4,220.5,1.7,95.02,96.68,CTX-2730
1,1161.1,7.4,98.82,100.61,CTX-2731
2,666.9,5.3,100.71,100.75,CTX-2732
3,160.6,0.7,99.99,98.18,CTX-2733
4,456.4,1.6,102.24,100.53,CTX-2734
1,1248.3,9.0,96.92,97.99,CTX-2735
2,666.8,5.2,97.19,100.56,CTX-2736
1,126.0,0.7,102.05,104.12,CTX-2737
2,644.0,4.4,102.23,104.07,CTX-2738
3,1126.9,11.8,103.34,102.55,CTX-2739
4,338.0,4.5,103.76,103.38,CTX-2740
1,845.1,3.0,93.81,94.04,CTX-2741
2,1147.4,4.3,94.67,94.62,CTX-2742
3,332.7,3.5,94.69,96.84,CTX-2743
4,126.7,0.4,96.3,98.39,CTX-2744
1,1002.0,4.7,115.47,127.06,CTX-2745
2,1141.8,3.5,113.72,124.18,CTX-2746
1,240.1,1.3,117.31,123.73,CTX-2747
2,279.1,0.5,117.25,122.77,CTX-2748
3,1272.4,6.4,116.42,123.74,CTX-2749
4,814.9,5.1,116.83,126.79,CTX-2750
1,793.4,5.8,110.67,113.91,CTX-2751
2,937.1,9.7,109.84,115.5,CTX-2752
3,180.7,1.7,109.8,115.26,CTX-2753
4,282.1,1.0,110.99,112.67,CTX-2754
1,127.0,0.4,100.74,100.63,CTX-2755
2,958.1,4.2,102.7,102.84,CTX-2756
1,1294.5,7.2,93.64,96.34,CTX-2757
2,980.2,9.1,95.14,96.31,CTX-2758
1,190.4,2.1,109.05,111.5,CTX-2759
2,287.3,1.2,111.86,115.29,CTX-2760
3,1043.1,9.4,109.03,114.42,CTX-2761
4,864.7,6.6,109.74,114.27,CTX-2762
1,976.9,6.2,102.42,102.01,CTX-2763
2,856.9,7.0,99.89,103.37,CTX-2764
1,969.6,7.9,104.35,106.11,CTX-2765
2,954.6,7.8,105.54,108.94,CTX-2766
1,148.3,0.6,94.65,97.17,CTX-2767
2,473.7,2.3,95.01,97.3,CTX-2768
1,851.9,6.7,132.14,137.12,CTX-2769
2,264.6,1.5,132.0,138.2,CTX-2770
1,157.4,0.5,98.62,98.49,CTX-2771
2,947.3,3.6,101.47,100.16,CTX-2772
1,250.9,0.6,105.03,105.2,CTX-2773
2,982.8,7.2,105.14,105.36,CTX-2774
1,1076.9,9.2,122.0,130.89,CTX-2775
2,369.7,2.5,122.49,132.5,CTX-2776
1,867.2,5.5,100.27,98.39,CTX-2777
2,891.2,10.4,100.12,100.42,CTX-2778
1,336.4,3.1,93.16,92.84,CTX-2779
2,100.8,0.2,94.59,97.14,CTX-2780
1,128.3,0.6,108.92,113.18,CTX-2781
2,624.1,2.8,110.55,112.46,CTX-2782
1,199.3,1.7,102.35,103.43,CTX-2783
2,272.4,0.9,103.93,103.58,CTX-2784
1,196.7,1.7,104.08,107.15,CTX-2785
2,231.8,1.3,104.7,106.88,CTX-2786
3,1160.3,4.5,105.37,108.98,CTX-2787
4,508.2,6.5,106.12,108.07,CTX-2788
1,698.2,4.9,104.7,107.29,CTX-2789
2,1197.8,9.5,105.54,106.73,CTX-2790
1,393.9,1.5,101.6,102.78,CTX-2791
2,1123.8,9.8,101.65,102.49,CTX-2792
3,667.6,3.1,102.71,103.05,CTX-2793
4,110.0,0.5,103.49,104.71,CTX-2794
1,257.3,0.8,97.35,97.01,CTX-2795
2,776.8,9.1,97.61,97.84,CTX-2796
1,1047.6,8.2,100.28,100.28,CTX-2797
2,431.1,4.8,99.48,101.26,CTX-2798
3,136.1,0.6,102.35,101.08,CTX-2799
4,485.1,2.8,101.54,100.49,CTX-2800
1,135.7,0.6,108.41,111.84,CTX-2801
2,753.4,2.4,110.09,113.67,CTX-2802
3,1045.7,6.6,109.77,114.45,CTX-2803
4,327.3,2.9,110.69,113.66,CTX-2804
1,207.1,1.5,104.42,106.54,CTX-2805
2,210.9,0.6,105.25,106.34,CTX-2806
3,1055.8,6.6,105.67,106.05,CTX-2807
4,953.0,10.3,105.67,107.63,CTX-2808
1,520.4,2.2,101.09,100.9,CTX-2809
2,1402.8,7.8,101.87,102.84,CTX-2810
1,131.6,0.6,116.45,122.74,CTX-2811
2,799.2,5.8,114.54,126.32,CTX-2812
1,950.3,7.5,116.61,124.07,CTX-2813
2,401.4,3.0,115.71,125.35,CTX-2814
1,1101.8,5.1,131.39,138.02,CTX-2815
2,1276.6,10.5,131.64,137.62,CTX-2816
1,1191.7,2.4,109.24,114.31,CTX-2817
2,908.6,5.3,108.44,111.26,CTX-2818
1,212.7,1.7,102.56,106.75,CTX-2819
2,224.4,0.3,105.12,105.32,CTX-2820
3,1311.7,7.9,105.6,107.7,CTX-2821
4,908.5,3.7,105.85,107.65,CTX-2822
1,168.2,0.9,110.09,114.15,CTX-2823
2,227.3,0.6,109.27,114.2,CTX-2824
1,362.2,2.1,131.08,136.48,CTX-2825
2,977.4,11.9,133.23,139.85,CTX-2826
1,1262.4,7.3,97.2,99.05,CTX-2827
2,666.1,5.8,97.93,99.98,CTX-2828
3,121.4,0.7,97.32,100.22,CTX-2829
4,504.1,2.2,98.82,99.03,CTX-2830
1,983.7,8.9,107.99,111.99,CTX-2831
2,421.9,3.5,110.2,113.14,CTX-2832
1,893.1,8.4,121.7,130.01,CTX-2833
2,808.4,10.5,121.61,129.39,CTX-2834
1,1056.8,7.5,131.16,140.0,CTX-2835
2,346.4,2.6,130.83,138.29,CTX-2836
1,737.6,6.0,127.18,133.59,CTX-2837
2,206.4,1.0,127.62,136.0,CTX-2838
3,198.4,1.2,128.58,134.59,CTX-2839
4,911.0,7.8,129.46,138.38,CTX-2840
1,625.8,5.9,126.76,133.95,CTX-2841
2,154.3,0.6,126.72,135.49,CTX-2842
3,432.6,3.0,128.84,134.29,CTX-2843
4,1228.0,10.9,128.27,136.89,CTX-2844
1,1077.1,7.2,92.85,94.09,CTX-2845
2,166.9,1.6,94.31,94.85,CTX-2846
1,532.4,2.2,98.56,99.68,CTX-2847
2,1237.2,11.6,99.98,98.42,CTX-2848
1,118.3,0.9,122.93,129.97,CTX-2849
2,492.7,2.2,122.2,129.03,CTX-2850
3,983.3,7.7,122.02,132.56,CTX-2851
4,548.2,6.3,124.2,133.48,CTX-2852
1,1105.5,10.4,123.53,128.68,CTX-2853
2,503.4,5.7,120.44,130.45,CTX-2854
1,1253.4,4.7,127.33,134.88,CTX-2855
2,761.6,9.9,127.19,136.19,CTX-2856
3,176.2,1.9,127.98,135.72,CTX-2857
4,248.1,0.7,127.41,139.15,CTX-2858
1,887.2,10.1,98.69,101.44,CTX-2859
2,649.4,6.8,100.13,99.98,CTX-2860
3,136.4,0.5,101.38,97.18,CTX-2861
4,448.6,2.1,100.7,100.91,CTX-2862
1,553.6,2.6,93.59,94.66,CTX-2863
2,1667.2,9.5,96.28,96.58,CTX-2864
1,178.2,2.0,100.17,102.03,CTX-2865
2,317.4,0.7,99.56,98.84,CTX-2866
3,1266.4,7.3,100.23,98.83,CTX-2867
4,795.7,9.7,99.99,101.36,CTX-2868
1,748.5,6.5,108.88,112.98,CTX-2869
2,870.3,5.3,109.37,115.34,CTX-2870
1,240.1,1.0,129.93,138.49,CTX-2871
2,1213.2,7.2,131.37,140.28,CTX-2872
3,1022.1,4.8,131.85,140.1,CTX-2873
4,190.1,1.4,134.31,142.52,CTX-2874
1,594.3,4.0,125.32,134.3,CTX-2875
2,118.8,0.4,127.6,135.53,CTX-2876
1,627.3,5.4,96.28,97.26,CTX-2877
2,133.9,0.4,98.96,97.36,CTX-2878
1,944.2,2.6,123.23,130.82,CTX-2879
2,915.2,8.5,123.79,129.59,CTX-2880
1,88.0,0.7,107.72,111.89,CTX-2881
2,752.7,4.0,108.8,115.49,CTX-2882
1,130.1,0.7,101.75,103.94,CTX-2883
2,511.3,1.8,103.19,102.17,CTX-2884
1,400.9,2.4,102.77,101.34,CTX-2885
2,108.1,0.5,103.03,102.59,CTX-2886
3,816.5,6.5,104.55,104.69,CTX-2887
4,1090.1,7.8,103.84,105.64,CTX-2888
1,1143.9,9.0,95.62,98.93,CTX-2889
2,273.1,2.7,98.71,98.07,CTX-2890
1,219.3,0.6,108.64,113.87,CTX-2891
2,947.6,7.0,108.7,114.85,CTX-2892
3,744.9,3.0,110.16,115.07,CTX-2893
4,223.8,1.1,111.71,117.04,CTX-2894
1,231.0,1.8,93.48,95.42,CTX-2895
2,213.6,1.1,93.67,96.52,CTX-2896
1,696.2,9.5,105.02,106.74,CTX-2897
2,155.6,1.5,104.65,107.52,CTX-2898
1,1113.4,7.1,115.15,122.66,CTX-2899
2,378.3,3.6,115.7,124.75,CTX-2900
3,141.0,0.6,117.29,125.97,CTX-2901
4,774.2,4.1,116.57,125.6,CTX-2902
1,987.3,6.0,132.47,138.24,CTX-2903
2,220.3,2.9,130.68,141.49,CTX-2904
1,865.5,4.9,100.77,98.02,CTX-2905
2,933.6,5.1,98.45,99.01,CTX-2906
1,123.7,0.7,94.49,95.38,CTX-2907
2,324.2,2.8,95.36,95.97,CTX-2908
1,781.6,7.7,104.9,105.77,CTX-2909
2,137.9,1.1,103.41,106.51,CTX-2910
1,1359.0,7.3,128.09,135.75,CTX-2911
2,300.4,4.0,126.79,135.38,CTX-2912
1,1231.4,9.4,99.1,99.14,CTX-2913
2,647.3,6.4,101.06,99.98,CTX-2914
1,485.1,3.5,132.33,138.36,CTX-2915
2,109.3,0.5,130.45,140.07,CTX-2916
1,451.8,1.6,127.74,136.68,CTX-2917
2,950.3,6.9,128.16,137.01,CTX-2918
1,756.0,12.9,108.36,113.62,CTX-2919
2,373.0,3.7,109.48,115.26,CTX-2920
1,513.7,6.2,108.99,116.38,CTX-2921
2,123.9,0.7,109.75,112.11,CTX-2922
3,454.7,2.2,110.17,114.89,CTX-2923
4,1116.0,11.6,110.39,113.17,CTX-2924
1,147.8,0.8,100.21,98.43,CTX-2925
2,590.0,2.3,99.8,100.39,CTX-2926
1,132.6,0.5,109.24,113.73,CTX-2927
2,707.8,3.6,110.44,113.5,CTX-2928
1,603.1,7.7,127.71,134.75,CTX-2929
2,146.0,0.5,128.28,137.59,CTX-2930
1,198.2,1.5,102.32,102.97,CTX-2931
2,273.8,1.1,102.02,102.65,CTX-2932
1,109.9,0.5,131.62,137.6,CTX-2933
2,821.4,5.1,132.5,139.26,CTX-2934
1,570.8,3.8,102.88,104.7,CTX-2935
2,1075.3,7.1,102.01,105.46,CTX-2936
3,611.9,4.4,102.65,103.37,CTX-2937
4,93.0,0.4,103.57,104.27,CTX-2938
1,567.3,2.5,96.18,98.2,CTX-2939
2,1158.6,9.8,96.88,98.89,CTX-2940
3,739.3,5.5,97.88,97.86,CTX-2941
4,162.1,0.4,98.92,99.42,CTX-2942
1,199.5,1.0,94.69,94.83,CTX-2943
2,293.4,1.1,94.48,94.17,CTX-2944
1,446.0,6.2,105.3,106.74,CTX-2945
2,102.9,0.6,105.18,106.2,CTX-2946
3,508.2,2.7,105.31,108.25,CTX-2947
4,1247.2,9.5,105.71,107.87,CTX-2948
1,224.9,0.7,128.56,136.63,CTX-2949
2,860.5,4.7,128.32,136.26,CTX-2950
1,803.6,5.9,122.57,128.75,CTX-2951
2,1095.7,5.8,123.29,130.43,CTX-2952
1,120.6,0.5,98.96,98.83,CTX-2953
2,847.3,5.0,99.43,97.21,CTX-2954
1,136.4,0.7,97.44,96.62,CTX-2955
2,474.7,2.7,95.65,98.57,CTX-2956
1,694.5,6.0,127.74,134.86,CTX-2957
2,884.7,7.6,128.29,132.94,CTX-2958
1,1171.8,8.1,98.83,99.91,CTX-2959
2,384.4,3.7,98.72,99.9,CTX-2960
1,1131.2,5.1,98.64,98.86,CTX-2961
2,763.0,10.5,100.94,99.34,CTX-2962
3,158.5,1.9,100.73,98.72,CTX-2963
4,224.1,0.7,99.12,99.22,CTX-2964
1,320.8,2.7,93.81,94.94,CTX-2965
2,138.5,0.5,94.88,95.67,CTX-2966
1,1155.7,7.0,127.89,134.66,CTX-2967
2,862.6,9.3,127.42,132.18,CTX-2968
3,191.3,0.9,127.98,136.25,CTX-2969
4,217.0,1.0,127.85,137.32,CTX-2970
1,901.5,3.1,116.22,124.39,CTX-2971
2,827.9,4.7,116.18,125.56,CTX-2972
1,854.2,3.7,97.74,98.05,CTX-2973
2,1108.1,10.1,96.37,98.64,CTX-2974
1,124.2,0.6,104.53,108.14,CTX-2975
2,445.8,2.5,104.09,106.63,CTX-2976
3,1219.6,9.5,102.99,105.69,CTX-2977
4,683.0,6.7,105.69,108.79,CTX-2978
1,132.4,0.4,109.03,111.56,CTX-2979
2,1001.7,5.9,110.0,113.66,CTX-2980
1,883.2,9.8,122.79,131.74,CTX-2981
2,166.8,1.6,123.29,128.43,CTX-2982
1,644.6,3.3,101.25,102.23,CTX-2983
2,134.1,0.6,101.79,103.89,CTX-2984
1,1269.3,8.8,122.44,131.09,CTX-2985
2,376.5,5.3,122.66,130.17,CTX-2986
1,457.9,3.6,98.06,99.49,CTX-2987
2,127.0,0.6,99.06,101.59,CTX-2988
3,931.5,2.3,99.16,100.51,CTX-2989
4,952.0,8.4,100.68,98.06,CTX-2990
1,140.7,1.3,101.41,104.08,CTX-2991
